npi,code,code_description,gold_card_status,start_date,end_date,pas,approval_rate
1588811947,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),yes,10/1/2022,12/31/9999,6,100%
1588828800,20611,ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,no,10/1/2022,12/31/9999,5,40%
1588828800,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,8,100%
1588828800,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,86%
1588828800,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,17,88%
1588828800,J7324,HYALURONAN/DERIV ORTHOVISC IA INJ PER DOSE,no,10/1/2022,12/31/9999,19,84%
1598704819,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,58,98%
1598735656,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1598735656,78227,HEPATOBIL SYST IMAG INC GB W/PHARMA INTERVENJ,yes,10/1/2022,12/31/9999,7,100%
1598915019,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,50%
1598934903,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,11,91%
1609038801,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,50%
1609053750,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,9,67%
1609134550,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),yes,10/1/2022,12/31/9999,6,100%
1609138411,L3000,FT INSRT MOLD PT MDL UCB TYPE BERKLY SHELL EA,no,10/1/2022,12/31/9999,7,0%
1609212158,17311,MOHS MICROGRAPHIC H/N/H/F/G 1ST STAGE 5 BLOCKS,yes,10/1/2022,12/31/9999,7,100%
1609212158,17312,MOHS MICROGRAPHIC H/N/H/F/G EACH ADDL STAGE,yes,10/1/2022,12/31/9999,7,100%
1609303304,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,43%
1609308592,L3000,FT INSRT MOLD PT MDL UCB TYPE BERKLY SHELL EA,no,10/1/2022,12/31/9999,5,20%
1609810399,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1609893452,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,yes,10/1/2022,12/31/9999,46,96%
1609893452,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,52,60%
1609893452,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,25,96%
1609893452,A7030,FULL FACE MASK USED W/POS ARWAY PRESS DEVICE EA,no,10/1/2022,12/31/9999,5,80%
1609893452,E0470,RESP ASST DEVC BI-LEVL PRSS CAPABILITY W/O BACKU,no,10/1/2022,12/31/9999,6,67%
1609893452,E0562,HUMDIFIR HEATED USED W/POS ARWAY PRESSURE DEVICE,no,10/1/2022,12/31/9999,13,85%
1609893452,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,11,100%
1619037405,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,12,75%
1619037405,36478,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 1ST VEIN,no,10/1/2022,12/31/9999,14,79%
1619257995,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,50%
1619932076,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,6,67%
1619932076,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,6,50%
1629039938,99499,UNLISTED EVALUATION AND MANAGEMENT SERVICE,no,10/1/2022,12/31/9999,13,38%
1629050521,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,7,86%
1629050521,75571,CT HEART NO CONTRAST QUANT EVAL CORONRY CALCIUM,no,10/1/2022,12/31/9999,10,50%
1629072335,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,9,89%
1639250392,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1649252529,90999,UNLISTED DIALYSIS PROCEDURE INPATIENT/OUTPATIENT,no,10/1/2022,12/31/9999,7,29%
1649258138,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,8,100%
1649272923,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,6,100%
1649405382,77014,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,yes,10/1/2022,12/31/9999,12,100%
1649405382,77263,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,yes,10/1/2022,12/31/9999,20,95%
1649405382,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,9,100%
1649405382,77300,BASIC RADIATION DOSIMETRY CALCULATION,yes,10/1/2022,12/31/9999,15,93%
1649405382,77301,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,yes,10/1/2022,12/31/9999,12,92%
1649405382,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,yes,10/1/2022,12/31/9999,21,95%
1649405382,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,yes,10/1/2022,12/31/9999,12,100%
1649405382,77338,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,yes,10/1/2022,12/31/9999,12,92%
1649405382,77386,INTENSITY MODULATED RADIATION TX DLVR COMPLEX,yes,10/1/2022,12/31/9999,5,100%
1649405382,77427,RADIATION TREATMENT MANAGEMENT 5 TREATMENTS,yes,10/1/2022,12/31/9999,12,100%
1649405382,77470,SPECIAL TREATMENT PROCEDURE,yes,10/1/2022,12/31/9999,10,100%
1649405382,G6015,INTENSITY MODULATED TX DEL 1/MX FLDS PER TX SESS,yes,10/1/2022,12/31/9999,6,100%
1649441601,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,7,100%
1649441601,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,7,100%
1649441601,78815,PET IMAGING CT ATTENUATION SKULL BASE MID-THIGH,yes,10/1/2022,12/31/9999,6,100%
1649594268,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,no,10/1/2022,12/31/9999,6,50%
1659334779,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,13,69%
1659358968,REHABILITATION,COMPREHENSIVE INPATIENT REHABILITATION FACILITY // DAY(S),no,10/1/2022,12/31/9999,5,40%
1659397099,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,7,100%
1659569507,71270,CT THORAX W/O & W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,86%
1659569507,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,yes,10/1/2022,12/31/9999,6,100%
1659569507,78815,PET IMAGING CT ATTENUATION SKULL BASE MID-THIGH,yes,10/1/2022,12/31/9999,10,100%
1659569507,Q5108,INJECTION PEGFILGRASTIM-JMDB BIOSIMILAR 0.5 MG,no,10/1/2022,12/31/9999,5,80%
1659715316,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1659754414,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,40%
1669457321,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1669457321,78815,PET IMAGING CT ATTENUATION SKULL BASE MID-THIGH,no,10/1/2022,12/31/9999,5,80%
1669457321,81406,MOLECULAR PATHOLOGY PROCEDURE LEVEL 7,no,10/1/2022,12/31/9999,7,29%
1669457321,81408,MOLECULAR PATHOLOGY PROCEDURE LEVEL 9,no,10/1/2022,12/31/9999,5,40%
1669457321,J3490,UNCLASSIFIED DRUGS,yes,10/1/2022,12/31/9999,5,100%
1669506663,11900,INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,no,10/1/2022,12/31/9999,7,57%
1669749669,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,50%
1669882221,J9035,INJECTION BEVACIZUMAB 10 MG,yes,10/1/2022,12/31/9999,6,100%
1669912051,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,25%
1679729578,REHABILITATION,COMPREHENSIVE INPATIENT REHABILITATION FACILITY // DAY(S),yes,10/1/2022,12/31/9999,6,100%
1679774459,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1689024291,62323,NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,yes,10/1/2022,12/31/9999,5,100%
1689625279,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,no,10/1/2022,12/31/9999,5,40%
1689647497,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,57%
1699033019,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,no,10/1/2022,12/31/9999,10,80%
1699033019,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,no,10/1/2022,12/31/9999,5,60%
1699033019,64493,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,yes,10/1/2022,12/31/9999,5,100%
1699033019,64494,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,yes,10/1/2022,12/31/9999,5,100%
1699177758,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,6,100%
1699940528,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,10,90%
1699940528,78227,HEPATOBIL SYST IMAG INC GB W/PHARMA INTERVENJ,yes,10/1/2022,12/31/9999,6,100%
1699945956,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,40%
1700047412,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1700047412,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1700078706,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,43%
1700812179,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,9,89%
1700812179,70491,CT SOFT TISSUE NECK W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,10,90%
1700813946,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,8,100%
1700813946,64490,NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL,yes,10/1/2022,12/31/9999,5,100%
1700813946,64493,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,yes,10/1/2022,12/31/9999,8,100%
1700813946,64494,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,yes,10/1/2022,12/31/9999,10,100%
1700813946,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,6,50%
1700813946,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,8,50%
1700818390,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,yes,10/1/2022,12/31/9999,10,100%
1700836442,70480,CT ORBIT SELLA/POST FOSSA/EAR W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,6,100%
1700836442,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1700836442,70492,CT SOFT TISSUE NECK W/O & W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1700836442,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,12,100%
1700849189,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,yes,10/1/2022,12/31/9999,5,100%
1700874518,J9035,INJECTION BEVACIZUMAB 10 MG,no,10/1/2022,12/31/9999,6,50%
1700970282,S0201,PARTIAL HOSITALIZATION SERVICES < 24 HR PER DIEM,yes,10/1/2022,12/31/9999,6,100%
1700970282,S9480,INTENSIVE OP PSYCHIATRIC SERVICES PER DIEM,no,10/1/2022,12/31/9999,5,60%
1700994613,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,8,63%
1710025515,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,16,94%
1710025515,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,13,92%
1710131933,37765,STAB PHLEBT VARICOSE VEINS 1 XTR 10-20 STAB INCS,no,10/1/2022,12/31/9999,6,50%
1710131933,37766,STAB PHLEBT VARICOSE VEINS 1 XTR > 20 INCS,no,10/1/2022,12/31/9999,6,50%
1710237250,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,5,80%
1720002561,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,40%
1720068174,SKILLED NURSING CARE,SKILLED NURSING FACILITY // DAY(S),no,10/1/2022,12/31/9999,5,80%
1720081938,47562,LAPAROSCOPY SURG CHOLECYSTECTOMY,yes,10/1/2022,12/31/9999,10,100%
1720086002,71250,CT THORAX W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,6,67%
1720243736,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,21,100%
1720243736,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,yes,10/1/2022,12/31/9999,9,100%
1720243736,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,yes,10/1/2022,12/31/9999,9,100%
1720243736,93268,XTRNL PT ACTIV ECG TRANSMIS W/R&I </30 DAYS,yes,10/1/2022,12/31/9999,9,100%
1720273121,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1720280647,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1720280647,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,80%
1720280647,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,86%
1720280647,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,9,67%
1730127770,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,17%
1730150376,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,11,100%
1730150376,72195,MRI PELVIS W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,60%
1730260035,36473,ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM 1ST VEIN,no,10/1/2022,12/31/9999,7,57%
1730260035,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,18,100%
1730260035,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,yes,10/1/2022,12/31/9999,8,100%
1730260035,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,yes,10/1/2022,12/31/9999,9,100%
1730331380,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,10,80%
1730331380,36470,INJECTION SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,5,60%
1730331380,36478,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 1ST VEIN,no,10/1/2022,12/31/9999,12,67%
1730473182,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,9,89%
1730481516,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,yes,10/1/2022,12/31/9999,9,100%
1730481516,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,yes,10/1/2022,12/31/9999,11,100%
1730507443,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1740243153,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,no,10/1/2022,12/31/9999,7,86%
1740252139,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,16,88%
1740252139,36471,INJECTION SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,17,88%
1740252139,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,17,88%
1740252139,36476,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 2ND+ VEINS,no,10/1/2022,12/31/9999,6,83%
1740252139,36561,INSJ TUNNELED CTR VAD W/SUBQ PORT AGE 5 YR/>,yes,10/1/2022,12/31/9999,9,100%
1740252139,37765,STAB PHLEBT VARICOSE VEINS 1 XTR 10-20 STAB INCS,no,10/1/2022,12/31/9999,14,86%
1740252139,37766,STAB PHLEBT VARICOSE VEINS 1 XTR > 20 INCS,no,10/1/2022,12/31/9999,9,89%
1740445014,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,34,53%
1740445014,36466,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,34,59%
1740445014,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,35,57%
1740445014,36482,ENDOVEN ABLTI THER CHEM ADHESIVE 1ST VEIN,no,10/1/2022,12/31/9999,34,56%
1740445014,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,72,92%
1740445014,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,yes,10/1/2022,12/31/9999,58,91%
1740445014,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,yes,10/1/2022,12/31/9999,59,92%
1740569227,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,yes,10/1/2022,12/31/9999,5,100%
1740569227,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,16,94%
1740569227,CARDIAC,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,6,100%
1740569227,MRI SCAN,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,6,100%
1740591155,64635,DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL,yes,10/1/2022,12/31/9999,5,100%
1750381620,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,5,80%
1750390092,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,0%
1750390092,95700,EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,no,10/1/2022,12/31/9999,5,60%
1750390092,95720,EEG PHYS/QHP EA INCR>12HR<26HR AFTER 24HR W/VEEG,no,10/1/2022,12/31/9999,5,80%
1750390092,95724,EEG COMPLETE STD PHYS/QHP>60 HR<84 HR W/VEEG,no,10/1/2022,12/31/9999,5,40%
1750656856,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1750693248,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1750701710,47562,LAPAROSCOPY SURG CHOLECYSTECTOMY,no,10/1/2022,12/31/9999,5,80%
1750770772,E0466,HOME VENTILATOR ANY TYPE USED W/NON-INVASV INTF,no,10/1/2022,12/31/9999,5,40%
1760148779,72197,MRI PELVIS W/O & W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1760403679,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),yes,10/1/2022,12/31/9999,6,100%
1760458897,41530,SUBMUCOSAL ABLTJ TONGUE RF 1/> SITES PR SESSION,no,10/1/2022,12/31/9999,5,20%
1760458897,A7030,FULL FACE MASK USED W/POS ARWAY PRESS DEVICE EA,yes,10/1/2022,12/31/9999,6,100%
1760458897,A7034,NASL INTRFCE POS ARWAY PRSS DEVC W/WO HEAD STRAP,yes,10/1/2022,12/31/9999,21,90%
1760458897,A7035,HEADGEAR USED W/POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,20,95%
1760458897,A7036,CHINSTRAP USED W/POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,11,100%
1760458897,A7037,TUBING USED WITH POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,12,92%
1760458897,A7038,FILTER DISPBL USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,24,92%
1760458897,A7046,WATR CHAMB HUMDIFIR USED W/POS ARWAY PRSS DEVC R,no,10/1/2022,12/31/9999,5,80%
1760458897,E0562,HUMDIFIR HEATED USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,27,100%
1760458897,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,32,100%
1760467351,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,19,95%
1760470561,47562,LAPAROSCOPY SURG CHOLECYSTECTOMY,yes,10/1/2022,12/31/9999,7,100%
1760485700,49505,RPR 1ST INGUN HRNA AGE 5 YRS/> REDUCIBLE,yes,10/1/2022,12/31/9999,6,100%
1760529515,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,12,67%
1760598619,62323,NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,yes,10/1/2022,12/31/9999,8,100%
1760598619,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,5,100%
1760598619,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,yes,10/1/2022,12/31/9999,5,100%
1760622401,58558,HYSTEROSCOPY BX ENDOMETRIUM&/POLYPC W/WO D&C,yes,10/1/2022,12/31/9999,5,100%
1760700223,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,75%
1760738355,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1770593436,11042,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,yes,10/1/2022,12/31/9999,7,100%
1770593436,11043,DEBRIDEMENT MUSCLE & FASCIA 20 SQ CM/<,yes,10/1/2022,12/31/9999,7,100%
1770593436,11044,DEBRIDEMENT BONE MUSCLE &/FASCIA 20 SQ CM/<,yes,10/1/2022,12/31/9999,7,100%
1770715765,J0717,INJECTION CERTOLIZUMAB PEGOL 1 MG,no,10/1/2022,12/31/9999,29,90%
1770774580,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1780650291,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,60%
1780650291,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,10,70%
1780650291,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1780650291,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,86%
1780650291,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,5,80%
1780650291,74263,CT COLONOGRAPHY SCREENING IMAGE POSTPROCESSING,no,10/1/2022,12/31/9999,7,29%
1780650291,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,8,88%
1780650291,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,yes,10/1/2022,12/31/9999,304,91%
1780650291,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,10,60%
1780650291,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,35,94%
1780684076,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1780876219,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,33%
1780900993,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,yes,10/1/2022,12/31/9999,5,100%
1790078079,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,7,100%
1790707214,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,7,86%
1790707214,36466,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS,yes,10/1/2022,12/31/9999,9,100%
1790707214,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,13,69%
1790707214,36476,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 2ND+ VEINS,no,10/1/2022,12/31/9999,6,83%
1790707214,37252,INTRAVASCULAR US NONCORONARY RS&I INTIAL VESSEL,no,10/1/2022,12/31/9999,7,86%
1790707214,37253,INTRAVASCULAR US NONCORONARY RS&I ADDL VESSEL,no,10/1/2022,12/31/9999,7,86%
1790777076,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,yes,10/1/2022,12/31/9999,12,100%
1790777076,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,6,100%
1790784288,81528,ONCOLOGY COLORECTAL SCREENING QUAN 10 DNA MARKRS,yes,10/1/2022,12/31/9999,6,100%
1790818342,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,5,80%
1790818342,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,8,75%
1790862985,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,10,90%
1790862985,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,no,10/1/2022,12/31/9999,8,75%
1790862985,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,no,10/1/2022,12/31/9999,8,75%
1790963775,47562,LAPAROSCOPY SURG CHOLECYSTECTOMY,yes,10/1/2022,12/31/9999,5,100%
